name,brand,price,cpu,gpu,ram_gb,storage_gb,storage_type,display_inch,resolution,weight_kg,os,rating,review_count,url,scraped_at,source
"HP ProBook 450, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 64 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,2440.83,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4050,64,512,SSD,17.3,1920x1080,2.16,Windows 11 Home,4.4,555,,2026-06-15,synthetic
"Acer Aspire 5, mit 13.3 Zoll Display, Intel Core i5-1335U Prozessor, 24 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Acer,1654.88,Intel Core i5-1335U,NVIDIA GeForce RTX 4080,24,256,SSD,13.3,1920x1080,1.04,Windows 11 Home,4.5,522,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 17.3 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Lenovo,1754.12,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3060,32,512,SSD,17.3,1920x1080,2.76,Windows 11 Pro,4.3,530,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 17.3 Zoll Display, Intel Core Ultra 9 185H Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,1870.8,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 3050,32,1024,SSD,17.3,1920x1080,1.07,Windows 11 Home,4.3,722,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,1745.08,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 3050,16,256,SSD,17.3,1920x1080,3.15,Windows 11 Home,4.6,435,,2026-06-15,synthetic
"Dell Alienware m16, mit 15.6 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro",Dell,1051.7,AMD Ryzen 5 7535HS,Intel Iris Xe Graphics,16,512,SSD,15.6,1920x1080,1.17,Windows 11 Pro,5.0,407,,2026-06-15,synthetic
"LG gram 16, mit 16.0 Zoll Display, Intel Core i3-1215U Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",LG,1302.86,Intel Core i3-1215U,NVIDIA GeForce RTX 3060,24,512,SSD,16.0,2560x1600,2.79,Windows 11 Home,4.1,359,,2026-06-15,synthetic
"MSI Stealth 16, mit 11.6 Zoll Display, Intel Core i5-1235U Prozessor, 24 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",MSI,1481.71,Intel Core i5-1235U,AMD Radeon RX 7600M,24,1024,SSD,11.6,1366x768,1.45,Windows 11 Home,3.9,613,,2026-06-15,synthetic
"Acer Nitro 5, mit 11.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",Acer,879.06,Intel Core Ultra 5 125H,Intel UHD Graphics,8,256,SSD,11.6,1366x768,1.22,Windows 11 Home,5.0,244,,2026-06-15,synthetic
"Asus VivoBook 15, mit 16.0 Zoll Display, Intel Core Ultra 5 125H Prozessor, 64 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Linux",Asus,2098.6,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 3060,64,512,SSD,16.0,2560x1600,1.59,Linux,3.9,610,,2026-06-15,synthetic
"Dell Inspiron 15, mit 15.6 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Linux",Dell,1344.61,Intel Core i5-1235U,NVIDIA GeForce RTX 4050,16,1024,SSD,15.6,1920x1080,2.5,Linux,4.3,312,,2026-06-15,synthetic
"Asus ProArt, mit 11.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Linux",Asus,1184.92,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 3060,8,512,SSD,11.6,1366x768,2.19,Linux,5.0,575,,2026-06-15,synthetic
"HP Omen 16, mit 14.0 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",HP,1086.07,AMD Ryzen 3 7320U,AMD Radeon RX 7600M,16,512,SSD,14.0,1920x1080,1.02,Windows 11 Home,4.3,624,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 15.6 Zoll Display, Intel Core i9-13900H Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Lenovo,2019.99,Intel Core i9-13900H,AMD Radeon RX 7600M,32,256,SSD,15.6,1920x1080,1.39,Windows 11 Home,4.0,764,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 16.0 Zoll Display, Intel Core i9-13900H Prozessor, 24 GB RAM, 1024 GB SSD, AMD Radeon RX 6600M, Linux",Acer,1707.48,Intel Core i9-13900H,AMD Radeon RX 6600M,24,1024,SSD,16.0,2560x1600,1.97,Linux,4.6,320,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 15.6 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",Microsoft,1624.16,Intel Core i7-1255U,NVIDIA GeForce RTX 4070,16,256,SSD,15.6,1920x1080,1.85,Windows 11 Pro,4.5,231,,2026-06-15,synthetic
"HP ENVY 15, mit 14.0 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",HP,1394.74,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 3060,16,512,SSD,14.0,1920x1080,2.05,Windows 11 Home,4.6,706,,2026-06-15,synthetic
"Apple MacBook Air 13"", mit 13.6 Zoll Display, Apple M3 Pro Prozessor, 16 GB RAM, 1024 GB SSD, Apple GPU (18-core), macOS",Apple,1714.8,Apple M3 Pro,Apple GPU (18-core),16,1024,SSD,13.6,2560x1664,1.22,macOS,4.5,193,,2026-06-15,synthetic
"Apple MacBook Pro 16"", mit 13.6 Zoll Display, Apple M2 Prozessor, 16 GB RAM, 1024 GB SSD, Apple GPU (10-core), macOS",Apple,1468.9,Apple M2,Apple GPU (10-core),16,1024,SSD,13.6,2560x1664,1.06,macOS,4.0,228,,2026-06-15,synthetic
"Asus ZenBook 14, mit 15.6 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Asus,1715.91,AMD Ryzen 9 7945HX,AMD Radeon RX 7600M,16,512,SSD,15.6,1920x1080,2.12,Windows 11 Home,4.1,298,,2026-06-15,synthetic
"Acer ConceptD 5, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Linux",Acer,1420.81,Intel Core i7-13700H,NVIDIA GeForce RTX 3060,16,256,SSD,17.3,1920x1080,2.11,Linux,4.8,278,,2026-06-15,synthetic
"MSI Creator Z16, mit 11.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",MSI,1319.65,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 3050,32,256,SSD,11.6,1366x768,1.12,Windows 11 Home,4.3,570,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 13.3 Zoll Display, Intel Core i5-1335U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",Lenovo,1655.97,Intel Core i5-1335U,NVIDIA GeForce RTX 4070,16,512,SSD,13.3,1920x1080,2.96,Windows 11 Pro,4.9,240,,2026-06-15,synthetic
"Acer Swift 3, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 8 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Acer,1971.03,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4070,8,1024,SSD,17.3,1920x1080,2.2,Windows 11 Home,3.8,327,,2026-06-15,synthetic
"Asus VivoBook 15, mit 16.0 Zoll Display, Intel Core i5-1335U Prozessor, 8 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Asus,1417.38,Intel Core i5-1335U,NVIDIA GeForce RTX 3060,8,1024,SSD,16.0,2560x1600,2.46,Windows 11 Home,4.4,398,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 16.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",Acer,923.86,AMD Ryzen 5 7530U,Intel UHD Graphics,8,256,SSD,16.0,2560x1600,3.13,Windows 11 Home,4.2,654,,2026-06-15,synthetic
"Dell XPS 15, mit 16.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Linux",Dell,1682.88,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 4080,16,512,SSD,16.0,2560x1600,1.1,Linux,4.5,822,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 13.3 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Lenovo,1284.89,AMD Ryzen 5 7535HS,AMD Radeon RX 7600M,16,512,SSD,13.3,1920x1080,0.91,Windows 11 Home,4.2,373,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 15.6 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Lenovo,1627.18,AMD Ryzen 7 7745HX,AMD Radeon RX 6600M,16,512,SSD,15.6,1920x1080,2.89,Windows 11 Home,3.8,428,,2026-06-15,synthetic
"Acer Aspire 5, mit 14.2 Zoll Display, Intel Core Ultra 5 125H Prozessor, 24 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Acer,1456.8,Intel Core Ultra 5 125H,AMD Radeon RX 6600M,24,256,SSD,14.2,3024x1964,1.59,Windows 11 Home,4.4,69,,2026-06-15,synthetic
"Dell Inspiron 15, mit 14.0 Zoll Display, Intel Core i5-1335U Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1281.24,Intel Core i5-1335U,NVIDIA GeForce RTX 4050,8,512,SSD,14.0,1920x1080,1.95,Windows 11 Home,4.0,11,,2026-06-15,synthetic
"Asus VivoBook 15, mit 13.6 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Asus,1897.39,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 4080,32,512,SSD,13.6,2560x1664,1.59,Windows 11 Home,4.5,716,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 14.0 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Lenovo,1249.18,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 3060,16,2048,SSD,14.0,1920x1080,1.65,Windows 11 Pro,4.1,809,,2026-06-15,synthetic
"MSI Creator Z16, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Ohne OS",MSI,1552.9,Intel Core i7-13700H,NVIDIA GeForce RTX 3050,16,512,SSD,16.0,2560x1600,2.73,Ohne OS,4.8,75,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 13.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 24 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Lenovo,1589.5,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 3060,24,1024,SSD,13.3,1920x1080,1.93,Windows 11 Pro,4.5,601,,2026-06-15,synthetic
"Samsung Galaxy Book3 360, mit 13.3 Zoll Display, Intel Core i5-1235U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Samsung,1474.17,Intel Core i5-1235U,NVIDIA GeForce RTX 4050,32,512,SSD,13.3,1920x1080,1.15,Windows 11 Pro,4.1,685,,2026-06-15,synthetic
"Asus ProArt, mit 14.2 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4050, Ohne OS",Asus,1414.98,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 4050,16,128,SSD,14.2,3024x1964,1.41,Ohne OS,4.7,576,,2026-06-15,synthetic
"HP Spectre x360, mit 15.6 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",HP,1689.93,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 4070,16,512,SSD,15.6,1920x1080,3.19,Windows 11 Pro,4.4,307,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 15.6 Zoll Display, AMD Ryzen 5 7530U Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Lenovo,1387.94,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 3060,24,512,SSD,15.6,1920x1080,2.0,Windows 11 Home,4.3,718,,2026-06-15,synthetic
"HP Omen 16, mit 14.0 Zoll Display, Intel Core i3-1215U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,1150.31,Intel Core i3-1215U,NVIDIA GeForce RTX 4050,16,256,SSD,14.0,1920x1080,2.09,Windows 11 Home,4.5,343,,2026-06-15,synthetic
"Dell Inspiron 15, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1454.2,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,16,128,SSD,17.3,1920x1080,2.93,Windows 11 Home,4.3,444,,2026-06-15,synthetic
"HP Spectre x360, mit 15.6 Zoll Display, Intel Core i5-1335U Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",HP,1537.16,Intel Core i5-1335U,AMD Radeon RX 6600M,32,256,SSD,15.6,1920x1080,1.35,Windows 11 Home,3.9,691,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 17.3 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Asus,1402.57,AMD Ryzen 5 7535HS,AMD Radeon RX 6600M,8,512,SSD,17.3,1920x1080,2.32,Windows 11 Home,4.8,727,,2026-06-15,synthetic
"Asus ProArt, mit 13.6 Zoll Display, AMD Ryzen 3 7320U Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",Asus,757.26,AMD Ryzen 3 7320U,Intel Iris Xe Graphics,8,512,SSD,13.6,2560x1664,2.07,Windows 11 Home,4.3,146,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Lenovo,1470.47,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,16,256,SSD,16.0,2560x1600,2.32,Windows 11 Home,4.8,14,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 15.6 Zoll Display, Apple M3 Max Prozessor, 16 GB RAM, 512 GB SSD, Apple GPU (18-core), macOS",Apple,1648.43,Apple M3 Max,Apple GPU (18-core),16,512,SSD,15.6,1920x1080,2.02,macOS,3.9,36,,2026-06-15,synthetic
"HP ENVY 15, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 24 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",HP,2000.93,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 4050,24,1024,SSD,16.0,2560x1600,2.16,Windows 11 Pro,3.9,121,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 13.6 Zoll Display, Apple M3 Max Prozessor, 32 GB RAM, 512 GB SSD, Apple GPU (10-core), macOS",Apple,1776.36,Apple M3 Max,Apple GPU (10-core),32,512,SSD,13.6,2560x1664,3.18,macOS,3.9,674,,2026-06-15,synthetic
"LG gram 17, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4080, Linux",LG,2091.8,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 4080,16,1024,SSD,15.6,1920x1080,2.68,Linux,4.1,835,,2026-06-15,synthetic
"Asus VivoBook 15, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Asus,1783.67,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,32,1024,SSD,17.3,1920x1080,1.71,Windows 11 Pro,4.1,556,,2026-06-15,synthetic
"Acer Aspire 5, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Acer,1660.84,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 3060,32,512,SSD,15.6,1920x1080,3.18,Windows 11 Home,4.8,134,,2026-06-15,synthetic
"Acer Swift 3, mit 16.0 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Acer,1495.3,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 4070,16,512,SSD,16.0,2560x1600,1.94,Windows 11 Home,4.6,792,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 13.3 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 8 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Acer,1630.92,AMD Ryzen 7 7745HX,AMD Radeon RX 7600M,8,1024,SSD,13.3,1920x1080,2.58,Windows 11 Home,4.4,685,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 14.2 Zoll Display, Apple M2 Pro Prozessor, 32 GB RAM, 512 GB SSD, Apple GPU (18-core), macOS",Apple,1854.99,Apple M2 Pro,Apple GPU (18-core),32,512,SSD,14.2,3024x1964,2.81,macOS,4.2,596,,2026-06-15,synthetic
"Dell XPS 13, mit 13.3 Zoll Display, Intel Core i5-1235U Prozessor, 24 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 Home",Dell,1214.75,Intel Core i5-1235U,Intel UHD Graphics,24,512,SSD,13.3,1920x1080,3.04,Windows 11 Home,4.0,472,,2026-06-15,synthetic
"Dell XPS 15, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Linux",Dell,1742.91,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 4050,32,256,SSD,16.0,2560x1600,1.48,Linux,4.2,669,,2026-06-15,synthetic
"Asus ExpertBook B9, mit 13.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Asus,1323.78,AMD Ryzen 7 7735U,AMD Radeon RX 7600M,16,256,SSD,13.3,1920x1080,1.21,Windows 11 Home,4.1,701,,2026-06-15,synthetic
"Acer Aspire 5, mit 13.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon Graphics, Windows 11 Home",Acer,1137.55,AMD Ryzen 7 7735U,AMD Radeon Graphics,16,256,SSD,13.3,1920x1080,1.14,Windows 11 Home,4.2,311,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 13.6 Zoll Display, Apple M2 Pro Prozessor, 16 GB RAM, 128 GB SSD, Apple GPU (10-core), macOS",Apple,1722.71,Apple M2 Pro,Apple GPU (10-core),16,128,SSD,13.6,2560x1664,1.91,macOS,4.7,648,,2026-06-15,synthetic
"Asus VivoBook 15, mit 17.3 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Linux",Asus,1559.99,Intel Core i9-13900H,NVIDIA GeForce RTX 3060,16,256,SSD,17.3,1920x1080,1.78,Linux,5.0,327,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 17.3 Zoll Display, Intel Core Ultra 9 185H Prozessor, 24 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Pro",Asus,1735.31,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 3050,24,256,SSD,17.3,1920x1080,2.3,Windows 11 Pro,4.0,406,,2026-06-15,synthetic
"Apple MacBook Pro 14"", mit 16.0 Zoll Display, Apple M3 Pro Prozessor, 16 GB RAM, 512 GB SSD, Apple GPU (18-core), macOS",Apple,1878.15,Apple M3 Pro,Apple GPU (18-core),16,512,SSD,16.0,2560x1600,1.06,macOS,4.9,17,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 13.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Lenovo,1343.68,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 4050,16,512,SSD,13.3,1920x1080,0.94,Windows 11 Home,3.9,273,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 17.3 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Lenovo,1715.14,Intel Core Ultra 9 185H,AMD Radeon RX 6600M,16,512,SSD,17.3,1920x1080,2.32,Windows 11 Home,4.1,322,,2026-06-15,synthetic
"HP EliteBook 840, mit 13.3 Zoll Display, AMD Ryzen 3 7320U Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",HP,1254.54,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4060,24,512,SSD,13.3,1920x1080,1.61,Windows 11 Home,4.3,249,,2026-06-15,synthetic
"Samsung Galaxy Book3 Pro, mit 13.3 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Samsung,1691.04,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3050,32,1024,SSD,13.3,1920x1080,0.93,Windows 11 Home,4.0,16,,2026-06-15,synthetic
"HP ENVY 15, mit 17.3 Zoll Display, Intel Core Ultra 7 155H Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,2010.51,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 4050,32,1024,SSD,17.3,1920x1080,2.94,Windows 11 Home,4.7,35,,2026-06-15,synthetic
"HP EliteBook 840, mit 17.3 Zoll Display, Intel Core Ultra 7 155H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",HP,1741.0,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 3060,16,256,SSD,17.3,1920x1080,1.28,Windows 11 Home,4.0,796,,2026-06-15,synthetic
"Acer Aspire 5, mit 11.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 32 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Acer,1949.85,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4080,32,128,SSD,11.6,1366x768,1.99,Windows 11 Home,4.3,158,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 14.2 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Microsoft,1566.56,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 3050,16,512,SSD,14.2,3024x1964,2.8,Windows 11 Home,4.5,127,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 14.2 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Lenovo,1303.14,Intel Core i5-1235U,NVIDIA GeForce RTX 4060,16,256,SSD,14.2,3024x1964,1.65,Windows 11 Home,4.5,13,,2026-06-15,synthetic
"Asus VivoBook 15, mit 14.0 Zoll Display, Intel Core Ultra 5 125H Prozessor, 64 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Asus,2086.04,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4070,64,2048,SSD,14.0,1920x1080,2.58,Windows 11 Home,4.5,820,,2026-06-15,synthetic
"MSI Raider GE76, mit 15.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",MSI,1743.83,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4080,32,1024,SSD,15.6,1920x1080,0.9,Windows 11 Home,4.6,760,,2026-06-15,synthetic
"Dell Inspiron 15, mit 14.2 Zoll Display, AMD Ryzen 7 7735U Prozessor, 64 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Ohne OS",Dell,2337.49,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 4070,64,256,SSD,14.2,3024x1964,1.11,Ohne OS,4.9,537,,2026-06-15,synthetic
"HP ENVY 15, mit 11.6 Zoll Display, Intel Core i7-1255U Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",HP,1722.2,Intel Core i7-1255U,NVIDIA GeForce RTX 4080,32,256,SSD,11.6,1366x768,1.9,Windows 11 Home,5.0,247,,2026-06-15,synthetic
"HP EliteBook 840, mit 13.6 Zoll Display, AMD Ryzen 3 7320U Prozessor, 8 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,1038.06,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4050,8,1024,SSD,13.6,2560x1664,2.69,Windows 11 Home,4.5,164,,2026-06-15,synthetic
"Dell Latitude 5540, mit 17.3 Zoll Display, Intel Core i7-1255U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Dell,2127.01,Intel Core i7-1255U,NVIDIA GeForce RTX 4080,32,512,SSD,17.3,1920x1080,1.51,Windows 11 Home,3.9,166,,2026-06-15,synthetic
"Acer Aspire 5, mit 16.0 Zoll Display, Intel Core i9-13900H Prozessor, 32 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Acer,1937.32,Intel Core i9-13900H,NVIDIA GeForce RTX 4080,32,2048,SSD,16.0,2560x1600,2.08,Windows 11 Home,4.6,271,,2026-06-15,synthetic
"Dell XPS 15, mit 11.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 32 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",Dell,1249.41,Intel Core Ultra 5 125H,Intel Iris Xe Graphics,32,256,SSD,11.6,1366x768,1.04,Windows 11 Home,4.7,232,,2026-06-15,synthetic
